平均速度,平均行驶速度,平均加速度,平均减速度,怠速时间比,加速时间比,减速时间比,速度标准差,加速度标准差
9.30,10.40,1.00,-1.50,0.75,0.67,0.33,1.00,1.70
17.41,20.04,1.92,-3.08,0.24,0.62,0.38,7.02,2.89
9.81,48.28,18.15,-2.13,0.80,0.03,0.24,20.64,5.89
4.13,15.70,6.47,-1.27,0.81,0.12,0.40,6.22,2.77
30.42,31.56,2.07,-1.85,0.05,0.47,0.50,11.09,2.34
83.54,91.44,0.81,-1.18,0.09,0.47,0.32,29.54,1.85
61.56,68.43,0.99,-0.89,0.10,0.40,0.39,25.95,1.32
25.27,35.64,1.04,-2.15,0.30,0.54,0.19,19.32,1.52
28.85,29.82,1.45,-1.29,0.04,0.46,0.51,9.14,1.89
30.39,32.35,1.17,-1.45,0.08,0.59,0.41,11.48,1.84
9.53,10.20,0.80,0.0,0.67,1.00,0.00,0.83,0.57
18.47,18.73,1.22,-1.57,0.03,0.50,0.38,4.13,1.92
4.02,10.20,2.06,-1.93,0.78,0.62,0.38,4.67,3.78
19.96,46.66,2.00,-2.18,0.59,0.28,0.26,23.99,2.22
6.84,26.49,2.42,-1.95,0.74,0.17,0.09,11.98,1.45
13.46,29.04,2.62,0.0,0.55,0.53,0.00,15.73,1.50
3.92,12.60,6.30,0.0,0.80,0.50,0.00,5.72,3.68
36.23,40.09,2.71,-1.69,0.10,0.39,0.51,15.42,5.58
5.59,14.86,1.39,-1.28,0.88,0.40,0.38,4.95,1.77
6.10,10.30,0.73,-1.23,0.98,0.60,0.33,2.65,1.41
10.37,10.52,0.37,0.0,0.14,0.50,0.00,0.39,0.35
7.96,21.46,1.23,-1.08,0.75,0.39,0.41,8.73,1.32
21.10,23.01,1.83,-1.78,0.11,0.44,0.44,7.17,4.15
26.42,27.98,1.31,-1.62,0.07,0.57,0.40,8.96,2.81
1.87,10.60,5.30,-0.30,0.90,0.22,0.11,3.92,2.67
47.06,47.44,1.05,-1.24,0.01,0.61,0.33,16.19,1.50
11.00,12.00,1.63,-1.25,0.29,0.50,0.33,1.95,1.74
14.54,17.55,2.06,-1.58,0.26,0.45,0.55,6.38,2.17
14.53,15.06,1.50,-2.15,0.09,0.62,0.38,3.49,2.34
34.48,34.89,1.54,-1.78,0.02,0.51,0.42,11.24,2.40
16.70,23.68,1.63,-2.71,0.43,0.63,0.33,9.55,2.80
27.31,38.32,1.48,-1.86,0.30,0.50,0.34,19.41,2.13
14.21,22.13,2.74,-2.20,0.36,0.31,0.35,12.06,2.56
13.85,25.20,2.10,-1.94,0.45,0.27,0.27,14.19,2.14
1.75,10.10,10.10,-3.13,0.94,0.06,0.19,3.49,2.97
5.41,16.89,4.00,-3.38,0.72,0.18,0.18,7.74,2.51
2.02,16.55,1.93,-2.07,0.90,0.07,0.06,5.27,1.00
10.57,15.19,1.27,-1.59,0.43,0.53,0.32,6.25,1.87
0.51,11.41,1.20,-1.38,0.98,0.04,0.03,2.05,0.40
10.37,14.89,1.83,-1.19,0.47,0.50,0.50,5.21,2.21
18.19,24.48,1.42,-1.89,0.30,0.56,0.36,10.75,2.01
2.00,11.07,4.03,-2.73,0.91,0.10,0.13,3.97,2.02
8.88,14.68,3.19,-2.66,0.71,0.44,0.50,4.56,3.50
20.87,22.34,2.57,-1.66,0.09,0.44,0.53,7.13,3.78
3.80,14.98,3.42,-1.80,0.84,0.16,0.23,5.57,1.94
1.15,20.08,4.43,-2.17,0.96,0.05,0.07,4.15,1.62
1.95,21.04,3.02,-4.54,0.91,0.07,0.04,6.19,1.30
9.99,10.73,0.46,-0.40,0.50,0.71,0.29,0.88,0.48
8.53,10.00,1.45,-0.93,0.83,0.40,0.60,1.38,1.70
23.43,23.66,1.30,-1.77,0.02,0.55,0.38,8.25,2.01
6.62,11.93,2.66,-2.53,0.56,0.62,0.38,5.57,3.60
22.29,22.65,1.41,-1.48,0.03,0.54,0.40,5.98,1.84
53.79,70.03,0.89,-1.08,0.24,0.40,0.33,33.34,1.23
81.55,83.04,0.72,-1.05,0.02,0.51,0.34,19.80,1.87
21.94,32.93,1.44,-2.16,0.34,0.41,0.26,17.93,2.29
22.91,35.23,1.26,-1.28,0.36,0.35,0.34,17.76,1.85
54.89,56.27,0.88,-1.17,0.03,0.50,0.35,14.33,1.54
40.35,47.35,1.10,-1.00,0.15,0.41,0.42,22.52,1.57
8.70,28.20,37.60,-3.05,0.71,0.03,0.37,13.61,7.28
10.80,11.57,1.30,-0.25,0.40,0.50,0.50,1.19,0.92
27.60,31.37,2.53,-1.32,0.13,0.31,0.59,16.99,5.42
5.02,16.57,3.28,-1.78,0.79,0.21,0.36,6.54,3.05
25.89,29.60,1.50,-1.80,0.16,0.54,0.42,10.92,2.04
27.14,30.87,1.37,-4.20,0.17,0.73,0.22,11.41,2.79
49.75,49.89,1.14,-0.87,0.00,0.40,0.50,12.79,3.13
34.63,38.83,1.19,-1.86,0.11,0.61,0.33,14.73,2.18
31.19,34.22,1.50,-1.37,0.11,0.47,0.47,11.96,2.69
15.59,17.97,1.51,-1.09,0.26,0.50,0.39,5.14,1.51
8.30,10.20,3.80,0.0,0.50,1.00,0.00,2.69,0.00
10.25,12.63,1.63,0.0,0.50,0.80,0.00,2.90,1.31
14.70,15.01,1.17,-1.06,0.05,0.44,0.39,1.82,1.77
3.14,12.20,3.16,-1.24,0.81,0.17,0.33,4.80,2.63
14.25,23.14,1.03,-0.83,0.53,0.43,0.51,9.14,1.19
15.69,22.24,1.37,-1.25,0.31,0.36,0.38,10.58,1.59
6.66,27.48,1.57,-1.94,0.76,0.16,0.12,11.88,1.17
52.53,53.39,3.89,-1.89,0.02,0.34,0.64,22.81,9.18
27.45,33.69,2.26,-2.22,0.22,0.51,0.49,15.01,2.92
55.97,66.44,1.45,-1.99,0.16,0.48,0.34,31.48,2.24
79.41,80.01,0.96,-0.97,0.01,0.43,0.43,20.58,2.47
14.49,16.04,1.87,-1.79,0.14,0.55,0.40,4.59,2.39
12.85,12.96,4.80,-3.40,0.03,0.03,0.03,1.33,0.95
8.72,10.00,1.35,0.0,0.50,0.67,0.00,1.48,1.31
8.10,10.00,1.70,-1.90,0.75,0.67,0.33,1.49,2.31
12.62,14.46,1.15,-1.43,0.29,0.59,0.32,3.28,1.39
13.90,15.35,4.10,-0.10,0.20,0.50,0.25,3.28,3.37
2.20,10.30,1.52,-1.97,0.99,0.34,0.23,3.04,1.86
3.32,10.10,1.15,-1.43,0.97,0.32,0.25,3.60,1.13
10.68,11.08,1.27,-1.25,0.17,0.60,0.40,1.34,1.50
13.91,14.15,1.32,-1.22,0.05,0.52,0.48,2.09,1.63
9.73,12.05,2.85,-1.20,0.67,0.40,0.60,2.01,2.33
7.50,10.50,1.87,-1.10,0.80,0.75,0.25,2.33,1.58
10.69,12.16,0.99,-1.50,0.36,0.70,0.20,2.28,1.18
11.65,12.08,1.47,-1.65,0.17,0.60,0.40,1.69,2.14
8.48,13.50,8.40,-1.43,0.80,0.25,0.75,3.32,4.99
13.21,15.63,1.64,-1.21,0.26,0.50,0.39,4.63,1.68
17.72,20.09,1.54,-1.18,0.12,0.51,0.36,8.17,2.30
28.57,30.04,1.08,-1.95,0.06,0.64,0.29,9.48,2.09
42.44,42.71,1.73,-1.46,0.01,0.46,0.53,13.68,2.70
18.36,21.48,2.20,-2.81,0.16,0.33,0.25,10.59,3.01
10.95,12.20,2.50,0.0,0.50,1.00,0.00,1.77,0.00
10.45,10.58,1.05,-0.85,0.17,0.40,0.40,0.54,0.98
18.61,18.78,2.49,-2.48,0.02,0.15,0.08,2.58,1.45
47.01,52.18,1.21,-1.27,0.10,0.43,0.39,22.52,1.94
42.78,43.21,0.95,-0.92,0.01,0.47,0.48,11.19,1.27
41.39,56.79,2.02,-1.68,0.27,0.35,0.38,27.39,3.33
52.60,53.48,1.01,-1.35,0.02,0.56,0.41,15.68,1.75
25.75,32.91,1.60,-1.38,0.22,0.38,0.41,16.17,1.83
28.09,36.91,1.53,-2.57,0.27,0.60,0.31,17.69,2.78
40.51,40.87,1.17,-1.07,0.01,0.45,0.48,11.03,1.53
21.65,31.62,1.46,-1.69,0.32,0.42,0.30,16.48,1.71
28.24,32.14,1.18,-0.98,0.13,0.42,0.49,13.03,1.46
28.74,33.72,1.63,-1.93,0.17,0.55,0.40,13.66,2.41
12.49,13.76,2.80,-2.20,0.29,0.50,0.50,3.14,3.00
4.72,18.23,2.17,-2.06,0.75,0.15,0.12,8.10,1.49
21.05,22.32,1.43,-1.74,0.09,0.53,0.40,6.82,1.80
3.76,25.37,1.83,-2.25,0.87,0.12,0.09,8.90,1.24
23.61,43.33,4.53,-2.39,0.46,0.21,0.36,22.63,6.61
33.72,36.36,1.37,-1.74,0.08,0.52,0.40,13.23,2.11
56.86,68.39,1.12,-1.20,0.17,0.43,0.36,30.21,1.98
26.07,33.84,2.23,-1.86,0.24,0.42,0.36,16.51,2.45
43.65,48.12,1.02,-0.87,0.09,0.40,0.45,20.41,1.26
35.45,39.56,1.17,-1.37,0.11,0.48,0.37,14.74,1.83
17.31,17.51,1.54,-0.93,0.03,0.38,0.59,2.56,1.59
18.02,33.22,2.13,-1.34,0.47,0.39,0.28,17.19,2.45
49.63,58.00,2.61,-2.32,0.15,0.43,0.43,28.55,5.51
36.41,52.75,2.03,-1.98,0.31,0.37,0.34,28.01,2.19
27.33,42.19,1.85,-1.60,0.35,0.30,0.34,25.14,1.83
65.60,73.48,1.62,-1.24,0.11,0.39,0.45,28.17,3.68
21.86,37.03,2.55,-3.42,0.42,0.36,0.26,21.32,2.79
46.07,52.23,1.30,-1.20,0.12,0.41,0.44,24.36,1.58
35.12,37.57,1.34,-1.20,0.08,0.45,0.47,15.46,1.73
16.33,16.84,1.62,-1.09,0.05,0.47,0.53,4.03,1.63
18.24,51.65,2.11,-2.04,0.65,0.18,0.13,25.65,2.69
57.55,58.30,1.35,-2.79,0.01,0.66,0.29,20.81,2.56
16.73,35.76,2.95,-2.01,0.54,0.22,0.28,19.28,2.15
46.37,48.93,1.07,-0.95,0.06,0.42,0.47,18.80,1.35
30.77,32.79,1.59,-1.23,0.07,0.41,0.51,12.80,2.81
61.93,62.98,2.07,-2.16,0.02,0.46,0.40,15.99,4.74
8.97,11.30,5.30,-3.60,0.67,0.50,0.50,2.71,6.29
22.49,39.92,2.27,-4.29,0.45,0.48,0.23,22.30,3.40
49.16,75.53,9.36,-3.44,0.35,0.18,0.46,40.41,12.53
13.20,21.27,7.48,-2.80,0.38,0.06,0.09,10.52,3.14
11.36,30.74,2.71,-1.51,0.64,0.17,0.21,15.25,1.73
49.82,50.36,1.21,-1.54,0.01,0.53,0.41,16.82,3.28
13.47,24.58,1.50,-2.36,0.46,0.37,0.23,13.14,1.93
20.73,21.31,1.87,-1.84,0.05,0.53,0.47,6.29,2.62
2.98,20.07,2.11,-1.23,0.87,0.11,0.13,6.88,1.11
25.58,31.16,2.86,-2.50,0.19,0.47,0.47,13.83,4.00
49.70,53.47,1.57,-3.14,0.07,0.60,0.29,21.11,4.23
5.49,14.10,2.50,-2.09,0.64,0.23,0.23,6.93,2.27
2.56,10.00,3.22,-1.67,0.95,0.21,0.37,3.89,2.84
50.60,51.98,1.40,-1.39,0.03,0.35,0.30,15.47,2.79
24.60,39.36,1.33,-2.76,0.38,0.49,0.19,21.24,1.85
45.33,49.69,2.90,-3.49,0.10,0.53,0.43,20.45,7.26
31.85,34.13,1.36,-1.51,0.08,0.53,0.44,13.34,1.71
10.26,22.08,2.25,-0.92,0.63,0.54,0.38,10.23,2.09
22.95,28.80,1.71,-1.95,0.21,0.49,0.39,13.84,2.49
48.30,53.54,1.27,-2.22,0.10,0.57,0.32,21.82,2.22
23.20,55.70,2.15,-2.36,0.59,0.27,0.22,30.14,2.13
69.48,72.21,1.45,-1.70,0.04,0.52,0.38,23.41,2.21
73.19,74.73,2.13,-4.14,0.02,0.69,0.26,22.85,5.52
37.76,56.58,96.35,-42.95,0.33,0.25,0.50,58.88,90.91
44.74,68.43,1.48,-2.08,0.35,0.39,0.27,37.47,1.81
59.65,75.75,1.49,-7.07,0.21,0.39,0.07,38.62,4.18
66.18,68.20,1.82,-1.11,0.03,0.40,0.27,20.50,2.32
4.70,24.36,3.33,-0.90,0.81,0.19,0.02,9.81,1.79
6.46,11.38,3.00,-1.80,0.56,0.50,0.12,5.35,2.22
13.08,30.91,10.26,-2.20,0.62,0.14,0.61,15.74,7.49
48.76,49.72,1.25,-1.13,0.02,0.43,0.44,14.85,1.64
1.14,13.20,2.92,-4.67,0.96,0.17,0.07,3.11,2.51
13.05,17.40,6.27,0.0,0.25,1.00,0.00,8.77,8.52
3.05,12.20,12.20,0.0,0.75,0.33,0.00,6.10,7.04
8.14,11.55,3.87,-8.60,0.60,0.75,0.25,4.76,7.28
10.17,15.25,8.55,0.0,0.33,1.00,0.00,9.00,6.86
11.90,23.80,23.80,0.0,0.50,1.00,0.00,16.83,0.00
11.60,23.20,23.20,0.0,0.50,1.00,0.00,16.40,0.00
17.66,18.32,1.48,-0.85,0.04,0.46,0.44,4.42,2.13
4.00,16.50,6.90,-2.90,0.88,0.43,0.29,5.55,6.71
26.16,26.37,1.72,-0.86,0.01,0.15,0.04,4.57,1.54
14.30,28.40,28.20,0.0,0.50,0.33,0.00,16.28,16.28
21.58,25.86,6.48,0.0,0.17,1.00,0.00,12.15,5.72
37.28,37.83,4.05,-4.23,0.01,0.36,0.18,19.07,7.89
11.62,46.50,46.50,0.0,0.75,0.33,0.00,23.25,26.85
35.88,36.18,2.88,-2.16,0.01,0.43,0.55,13.78,5.74
22.64,27.67,2.04,-1.95,0.19,0.43,0.40,13.08,2.53
23.05,46.01,1.57,-2.43,0.50,0.31,0.19,24.33,1.98
14.90,30.90,2.71,-4.33,0.53,0.33,0.17,16.96,3.37
7.48,10.00,1.43,0.0,0.80,1.00,0.00,2.41,1.24
12.12,14.02,1.39,-1.24,0.31,0.47,0.47,3.46,1.51
22.47,24.00,1.70,-1.46,0.08,0.51,0.40,6.65,1.98
15.63,24.63,2.40,-2.10,0.37,0.29,0.31,12.72,2.51
5.22,13.63,2.86,-1.56,0.70,0.24,0.34,6.03,2.18
27.60,30.95,1.60,-0.78,0.15,0.84,0.16,12.27,1.24
9.20,10.30,0.90,-0.40,0.75,0.67,0.33,0.77,0.81
16.48,18.11,1.83,-1.50,0.15,0.48,0.40,5.75,1.85
13.87,16.21,3.47,-2.36,0.19,0.35,0.45,6.57,3.85
23.33,32.93,1.80,-1.49,0.30,0.32,0.37,16.52,3.27
25.25,26.08,1.75,-2.15,0.04,0.52,0.41,7.80,2.44
36.85,46.19,1.24,-1.17,0.20,0.39,0.36,20.64,1.77
15.44,20.16,1.61,-1.49,0.25,0.47,0.27,11.20,1.87
20.47,21.87,1.64,-2.08,0.07,0.57,0.36,8.05,2.28
11.84,23.83,2.67,-2.34,0.52,0.30,0.30,13.39,2.47
8.21,21.31,2.06,-2.35,0.62,0.22,0.19,10.85,2.33
16.68,20.77,1.64,-1.71,0.26,0.54,0.46,7.82,2.27
4.88,11.60,1.54,-1.52,0.88,0.39,0.26,4.45,1.89
28.56,29.49,1.06,-2.00,0.05,0.65,0.32,8.44,2.02
22.13,24.90,1.83,-2.82,0.14,0.67,0.33,8.81,2.60
19.64,20.42,3.25,-2.15,0.06,0.41,0.59,7.33,5.20
3.53,19.31,1.38,-1.39,0.85,0.21,0.15,7.04,1.11
32.42,48.22,8.40,-1.43,0.33,0.10,0.53,23.33,5.62
13.60,14.86,1.07,-1.90,0.19,0.60,0.27,3.27,1.65
30.13,30.56,1.54,-1.67,0.02,0.49,0.45,9.19,2.05
10.86,25.62,1.74,-2.35,0.59,0.31,0.19,13.25,1.72
7.81,22.08,1.85,-2.35,0.65,0.20,0.16,10.99,1.94
9.69,10.45,0.60,-0.43,0.71,0.50,0.50,0.64,0.63
8.66,10.43,1.37,-1.00,0.50,0.57,0.43,2.09,1.61
12.39,27.04,1.47,-1.62,0.57,0.28,0.23,14.29,1.44
2.38,10.30,10.30,-3.07,0.90,0.11,0.33,4.09,4.30
15.26,15.60,1.34,-2.04,0.06,0.65,0.29,2.88,1.95
14.33,15.69,2.84,-2.19,0.14,0.43,0.52,4.86,3.10
13.35,24.75,2.10,-2.46,0.54,0.53,0.41,12.00,2.89
1.81,18.51,7.03,-1.36,0.91,0.04,0.09,5.48,1.96
29.00,37.58,1.85,-1.89,0.24,0.45,0.41,17.36,2.31
11.54,22.22,3.09,-2.68,0.49,0.27,0.29,11.68,2.97
10.44,14.89,2.85,-1.53,0.54,0.35,0.57,4.55,2.42
11.60,34.68,4.97,-2.10,0.68,0.12,0.29,16.70,4.79
40.42,49.12,1.35,-1.12,0.18,0.36,0.41,20.34,3.37
3.33,13.53,5.37,-1.84,0.81,0.10,0.23,5.60,2.20
17.54,28.49,4.89,-1.99,0.42,0.26,0.60,15.28,5.67
4.70,13.20,5.63,-1.75,0.77,0.14,0.38,5.71,3.07
1.12,10.00,1.17,-1.25,0.98,0.17,0.10,2.20,0.74
12.58,12.76,0.52,-0.77,0.06,0.59,0.35,1.48,0.83
3.22,18.47,2.20,-1.59,0.84,0.11,0.09,6.88,1.20
35.34,45.46,1.21,-1.47,0.22,0.41,0.31,23.12,1.70
29.37,30.93,1.65,-1.47,0.07,0.46,0.50,13.54,2.76
28.11,29.08,1.83,-1.46,0.04,0.41,0.45,11.67,2.09
25.61,27.10,1.39,-2.18,0.07,0.62,0.31,12.07,2.29
1.98,13.64,1.21,-1.30,0.94,0.19,0.17,3.65,1.00
27.07,29.62,1.15,-1.90,0.11,0.58,0.33,10.64,2.15
8.03,10.40,2.20,-0.35,0.67,0.40,0.40,1.96,1.35
32.28,32.72,1.61,-2.18,0.02,0.54,0.39,9.47,3.44
20.67,21.98,1.69,-1.87,0.09,0.60,0.37,7.67,2.07
5.29,12.97,2.16,-1.23,0.62,0.23,0.23,6.44,1.80
17.47,22.84,1.11,-1.07,0.27,0.43,0.42,10.24,1.63
0.99,13.02,3.45,-1.71,0.95,0.06,0.10,3.17,1.44
4.62,21.05,1.85,-1.95,0.80,0.17,0.12,8.75,1.24
17.96,32.45,1.37,-1.25,0.46,0.29,0.30,16.68,1.49
9.83,12.59,0.91,-0.90,0.44,0.67,0.33,3.43,1.18
13.91,14.19,0.73,-0.60,0.06,0.73,0.13,2.07,0.62
0.95,10.90,2.73,0.0,0.97,0.11,0.00,2.81,1.08
4.23,13.43,1.87,-1.92,0.90,0.37,0.32,4.23,1.86
8.90,10.35,1.00,-0.10,0.60,0.75,0.25,1.37,0.74
10.50,10.98,0.40,0.0,0.38,0.86,0.00,0.90,0.41
32.45,35.09,1.23,-1.39,0.09,0.50,0.43,15.19,1.78
40.93,41.04,0.96,-1.15,0.00,0.49,0.41,9.89,1.79
10.05,10.32,0.50,-0.60,0.33,0.60,0.40,0.52,0.69
2.19,10.00,2.51,-2.70,0.98,0.18,0.16,3.32,1.93
25.32,34.38,1.73,-2.18,0.30,0.51,0.34,16.67,3.07
24.63,34.34,1.65,-1.48,0.29,0.39,0.35,15.85,3.65
0.43,11.40,11.40,-4.65,0.98,0.02,0.03,1.98,1.74
4.30,35.37,1.29,-1.83,0.88,0.09,0.05,11.77,0.98
4.07,12.70,1.91,-1.40,0.83,0.36,0.32,4.64,1.66
32.94,33.57,1.18,-1.11,0.03,0.45,0.47,10.26,1.70
18.77,28.07,2.27,-2.28,0.33,0.36,0.31,14.64,3.30
31.03,38.27,1.27,-1.20,0.19,0.39,0.39,16.78,1.61
35.69,38.31,1.04,-1.17,0.07,0.48,0.39,12.20,1.61
35.27,39.99,2.41,-3.34,0.13,0.51,0.33,17.42,3.29
0.32,10.20,2.57,-2.23,0.99,0.03,0.03,1.61,0.86
13.58,14.83,2.34,-1.77,0.22,0.62,0.38,3.98,2.64
1.17,16.28,2.73,-2.17,0.94,0.06,0.06,4.06,1.11
34.41,58.30,1.30,-1.85,0.41,0.34,0.23,32.42,2.50
18.19,28.36,1.69,-1.87,0.36,0.36,0.29,16.09,1.90
2.93,15.65,2.39,-1.40,0.84,0.08,0.14,5.89,1.25
2.20,17.79,3.32,-3.54,0.88,0.09,0.04,6.10,1.50
22.65,28.97,1.71,-2.25,0.23,0.57,0.29,14.39,2.05
12.29,15.10,2.35,-1.55,0.33,0.43,0.57,4.71,2.39
9.04,11.00,2.00,-0.70,0.60,0.50,0.25,1.87,1.45
5.29,13.58,3.80,-2.34,0.71,0.25,0.31,6.25,2.85
3.26,24.32,2.60,-2.98,0.88,0.11,0.09,8.36,1.57
23.32,23.60,1.21,-1.57,0.02,0.53,0.39,4.66,1.67
9.36,13.65,1.44,-1.44,0.62,0.50,0.40,3.84,1.88
26.11,30.35,1.42,-1.42,0.18,0.53,0.45,12.48,1.72
22.09,32.57,1.50,-1.69,0.32,0.34,0.30,16.49,2.65
19.73,20.53,1.70,-1.34,0.06,0.45,0.52,5.99,1.87
11.04,14.21,1.77,-1.70,0.43,0.54,0.46,4.49,2.21
8.68,17.45,2.40,-5.20,0.57,0.77,0.08,8.94,3.20
26.04,26.35,1.11,-1.61,0.02,0.56,0.36,6.91,1.73
21.01,24.91,1.73,-2.19,0.19,0.55,0.41,9.53,2.55
6.12,17.45,1.86,-1.21,0.74,0.24,0.30,7.41,1.43
9.39,13.53,1.33,-1.82,0.60,0.64,0.36,3.98,1.78
2.93,13.58,1.18,-1.21,0.89,0.25,0.22,4.51,1.07
18.90,25.16,1.93,-2.38,0.27,0.46,0.36,11.98,2.59
23.46,27.01,1.80,-2.38,0.18,0.55,0.39,14.30,2.39
2.65,12.06,1.62,-1.22,0.91,0.15,0.18,4.21,1.06
7.03,10.85,1.00,-1.08,0.87,0.50,0.36,2.15,1.30
2.75,10.30,0.81,-0.93,0.98,0.26,0.22,3.06,0.84
11.77,13.30,1.32,-1.27,0.33,0.62,0.38,2.56,1.71
15.76,16.88,1.76,-1.88,0.13,0.57,0.43,4.72,2.09
2.50,28.76,8.03,-3.44,0.92,0.04,0.07,8.10,3.41
6.41,10.50,1.67,-1.70,0.88,0.47,0.40,3.53,2.41
19.45,19.82,1.08,-0.98,0.03,0.43,0.47,5.16,1.30
26.78,31.95,1.58,-1.28,0.20,0.44,0.52,15.12,1.69
10.17,29.33,2.93,-1.23,0.71,0.20,0.44,12.94,3.65
2.76,10.20,0.75,-0.90,0.95,0.30,0.22,3.11,0.77
14.05,14.85,1.52,-0.80,0.15,0.42,0.50,2.62,1.26
24.51,25.92,1.03,-0.80,0.08,0.42,0.50,7.98,1.69
26.06,26.58,0.89,-1.30,0.03,0.59,0.39,8.69,1.54
11.22,35.15,1.86,-2.23,0.68,0.18,0.14,17.35,1.53
26.75,30.97,1.46,-1.29,0.14,0.41,0.44,12.32,1.75
14.97,26.63,1.35,-1.03,0.44,0.26,0.29,13.70,1.34
17.66,21.13,2.69,-2.28,0.24,0.50,0.50,7.74,3.31
3.63,18.14,3.21,-1.40,0.80,0.13,0.13,7.34,1.74
28.44,28.73,1.58,-1.72,0.01,0.61,0.35,9.29,1.89
6.78,16.07,1.36,-0.69,0.58,0.19,0.22,8.34,1.02
8.57,14.34,1.73,-1.17,0.58,0.43,0.57,5.77,1.83
12.75,13.47,1.75,-1.40,0.17,0.45,0.55,2.83,2.01
6.48,17.84,1.48,-1.19,0.67,0.22,0.22,8.37,1.30
11.50,12.65,2.10,0.0,0.33,1.00,0.00,2.13,0.85
28.56,33.55,1.14,-1.22,0.16,0.52,0.30,13.46,1.47
20.56,27.35,1.47,-1.04,0.25,0.36,0.41,13.79,1.52
1.99,13.59,2.53,-1.26,0.87,0.08,0.11,4.75,1.38
15.75,16.32,1.57,0.0,0.08,0.91,0.00,5.03,1.13
10.56,25.23,2.79,-3.63,0.58,0.29,0.14,13.36,2.92
16.06,35.15,2.27,-1.90,0.54,0.21,0.22,18.15,2.78
26.25,38.60,1.54,-1.49,0.32,0.44,0.25,19.45,2.13
3.79,10.45,1.31,-1.06,0.92,0.42,0.33,3.38,1.65
7.43,16.65,2.68,-1.83,0.61,0.26,0.36,7.84,2.68
8.21,10.35,1.32,-1.50,0.75,0.57,0.43,2.01,1.70
17.65,18.25,0.79,-0.76,0.07,0.44,0.42,4.24,0.92
22.47,36.10,1.28,-1.45,0.39,0.34,0.26,18.29,1.49
18.48,25.47,1.31,-1.07,0.29,0.35,0.39,12.33,1.57
7.29,15.14,1.06,-0.85,0.66,0.43,0.43,6.16,1.19
2.27,10.27,1.03,-0.94,0.98,0.18,0.17,3.28,0.86
1.59,10.10,1.40,-0.96,0.99,0.15,0.21,2.55,0.91
10.00,10.95,3.10,-1.20,0.50,0.33,0.67,1.31,2.50
10.15,10.75,0.57,0.0,0.50,1.00,0.00,0.75,0.12
10.71,11.08,0.83,-0.80,0.29,0.67,0.33,0.89,1.15
10.33,11.07,1.33,0.0,0.25,1.00,0.00,1.71,0.49
9.65,10.80,2.30,0.0,0.50,1.00,0.00,1.63,0.00
12.58,12.74,0.91,-0.97,0.05,0.61,0.33,1.61,1.20
14.77,37.34,2.64,-3.48,0.60,0.20,0.14,19.22,4.59
19.13,35.79,1.17,-1.31,0.47,0.34,0.28,19.02,1.39
28.86,33.72,1.34,-1.51,0.15,0.45,0.38,13.46,2.20
32.15,32.93,1.08,-0.99,0.02,0.45,0.47,9.00,2.67
7.52,10.15,1.30,-0.91,0.79,0.44,0.56,2.05,1.51
18.28,30.25,1.17,-1.26,0.43,0.39,0.34,15.24,1.48
11.75,15.94,1.25,-0.97,0.36,0.47,0.44,6.25,1.43
9.55,14.23,1.32,-1.96,0.45,0.63,0.26,6.15,2.47
8.75,10.48,0.96,-0.90,0.54,0.42,0.33,1.96,1.20
13.62,19.14,1.13,-0.87,0.44,0.61,0.29,7.03,1.22
4.85,25.81,2.42,-2.19,0.81,0.13,0.06,10.20,1.51
30.81,31.53,1.61,-3.41,0.03,0.65,0.26,8.30,3.80
39.41,40.29,2.21,-1.07,0.03,0.37,0.35,6.94,3.89
30.83,38.00,22.90,-29.30,0.19,0.12,0.04,16.06,11.10
20.37,45.17,2.49,-0.57,0.55,0.11,0.03,23.31,1.11
49.80,50.89,1.73,-1.39,0.02,0.51,0.18,12.90,2.25
50.03,50.59,1.22,-0.90,0.01,0.49,0.32,10.11,1.68
25.30,50.50,25.25,0.0,0.50,0.67,0.00,29.10,28.98
33.52,42.71,1.43,-1.54,0.22,0.40,0.33,20.06,2.83
45.27,48.68,0.90,-1.49,0.07,0.50,0.29,15.34,2.89
29.18,43.52,1.34,-1.36,0.33,0.33,0.31,23.22,1.63
21.20,29.13,2.89,-1.13,0.29,0.26,0.63,14.35,3.58
2.64,10.65,1.01,-1.10,0.97,0.31,0.27,2.75,1.43
12.77,13.09,1.60,-1.53,0.10,0.44,0.44,1.55,1.79
37.99,41.69,1.41,-2.39,0.09,0.58,0.34,17.61,2.48
2.36,10.10,2.52,-1.24,0.95,0.21,0.26,3.34,1.46
38.13,44.67,1.11,-1.60,0.15,0.49,0.32,20.98,1.77
16.13,26.38,3.35,-3.47,0.42,0.44,0.40,13.46,5.64
46.09,47.05,1.07,-1.29,0.02,0.52,0.38,13.65,1.53
24.61,35.34,1.75,-2.18,0.31,0.41,0.30,17.85,2.25
16.95,32.90,1.56,-1.08,0.49,0.45,0.08,17.39,1.33
47.00,54.08,0.97,-1.19,0.13,0.45,0.34,22.90,1.82
21.65,22.02,1.37,-1.50,0.03,0.49,0.43,6.36,1.73
9.81,24.01,2.58,-1.96,0.59,0.21,0.21,12.29,1.98
28.94,36.22,1.25,-1.34,0.21,0.43,0.39,16.05,1.49
24.54,32.29,2.11,-1.80,0.26,0.37,0.42,15.15,2.22
10.15,30.35,2.21,-2.35,0.67,0.20,0.17,14.83,1.70
